"month_","revenue"
2020-10-01 00:00:00.000,562591.06
2020-11-01 00:00:00.000,787892.1
2020-12-01 00:00:00.000,813070.94
2021-01-01 00:00:00.000,1488427.6
2021-02-01 00:00:00.000,1376820.8
